count(10HZ)  latitude    longtitude  batteryPercent
500   42.406512   -122.885234   68
501   42.406513   -122.885234   68
502   42.406514   -122.885234   68
503   42.406515   -122.885234   68
504   42.406516   -122.885234   68
505   42.406516   -122.885234   68
506   42.406517   -122.885234   68
507   42.406518   -122.885234   68
508   42.406519   -122.885234   68
509   42.406520   -122.885234   68
510   42.406520   -122.885234   68
511   42.406521   -122.885234   68
512   42.406522   -122.885234   68
513   42.406523   -122.885234   68
514   42.406523   -122.885234   68
515   42.406524   -122.885234   68
516   42.406525   -122.885234   68
517   42.406525   -122.885235   68
518   42.406526   -122.885235   68
519   42.406527   -122.885235   68
520   42.406527   -122.885235   68
521   42.406528   -122.885236   68
522   42.406528   -122.885236   68
523   42.406528   -122.885236   68
524   42.406529   -122.885237   68
525   42.406529   -122.885237   68
526   42.406529   -122.885237   68
527   42.406529   -122.885238   68
528   42.406529   -122.885238   68
529   42.406529   -122.885238   68
530   42.406529   -122.885238   68
531   42.406529   -122.885238   68
532   42.406529   -122.885237   68
533   42.406529   -122.885237   68
534   42.406529   -122.885237   68
535   42.406529   -122.885237   68
536   42.406529   -122.885237   68
537   42.406529   -122.885237   68
538   42.406529   -122.885236   68
539   42.406529   -122.885236   68
540   42.406529   -122.885236   68
541   42.406529   -122.885236   68
542   42.406528   -122.885237   68
543   42.406528   -122.885237   68
544   42.406528   -122.885237   68
545   42.406528   -122.885237   68
546   42.406528   -122.885237   68
547   42.406528   -122.885237   68
548   42.406528   -122.885237   68
549   42.406528   -122.885237   68
550   42.406528   -122.885237   68
551   42.406528   -122.885237   68
552   42.406528   -122.885237   68
553   42.406528   -122.885238   68
554   42.406528   -122.885238   68
555   42.406528   -122.885238   68
556   42.406528   -122.885238   68
557   42.406528   -122.885238   68
558   42.406528   -122.885238   68
559   42.406528   -122.885238   68
560   42.406528   -122.885238   68
561   42.406528   -122.885238   68
562   42.406528   -122.885238   68
563   42.406528   -122.885238   68
564   42.406528   -122.885238   68
565   42.406528   -122.885238   68
566   42.406528   -122.885238   68
567   42.406528   -122.885238   68
568   42.406528   -122.885238   68
569   42.406528   -122.885238   68
570   42.406528   -122.885238   68
571   42.406528   -122.885238   68
572   42.406528   -122.885238   67
573   42.406528   -122.885238   67
574   42.406528   -122.885238   67
575   42.406528   -122.885238   67
576   42.406528   -122.885238   67
577   42.406528   -122.885238   67
578   42.406528   -122.885238   67
579   42.406528   -122.885238   67
580   42.406528   -122.885238   67
581   42.406528   -122.885238   67
582   42.406528   -122.885238   67
583   42.406528   -122.885238   67
584   42.406528   -122.885239   67
585   42.406528   -122.885239   67
586   42.406528   -122.885239   67
587   42.406528   -122.885239   67
588   42.406528   -122.885239   67
589   42.406528   -122.885239   67
590   42.406528   -122.885239   67
591   42.406528   -122.885239   67
592   42.406529   -122.885239   67
593   42.406529   -122.885239   67
594   42.406529   -122.885239   67
595   42.406529   -122.885239   67
596   42.406529   -122.885239   67
597   42.406529   -122.885239   67
598   42.406529   -122.885239   67
599   42.406529   -122.885239   67
600   42.406529   -122.885239   67
601   42.406529   -122.885239   67
602   42.406529   -122.885239   67
603   42.406529   -122.885239   67
604   42.406529   -122.885239   67
605   42.406530   -122.885239   67
606   42.406530   -122.885239   67
607   42.406530   -122.885239   67
608   42.406530   -122.885239   67
609   42.406530   -122.885239   67
610   42.406530   -122.885239   67
611   42.406531   -122.885239   67
612   42.406531   -122.885238   67
613   42.406531   -122.885238   67
614   42.406531   -122.885238   67
615   42.406531   -122.885238   67
616   42.406531   -122.885238   67
617   42.406532   -122.885238   67
618   42.406532   -122.885238   67
619   42.406532   -122.885238   67
620   42.406532   -122.885238   67
621   42.406533   -122.885238   67
622   42.406533   -122.885238   67
623   42.406533   -122.885238   67
624   42.406533   -122.885238   67
625   42.406534   -122.885238   67
626   42.406534   -122.885238   67
627   42.406535   -122.885238   67
628   42.406535   -122.885238   67
629   42.406535   -122.885238   67
630   42.406536   -122.885238   67
631   42.406536   -122.885238   67
632   42.406537   -122.885238   67
633   42.406537   -122.885238   67
634   42.406537   -122.885238   67
635   42.406538   -122.885238   67
636   42.406538   -122.885238   67
637   42.406539   -122.885238   67
638   42.406539   -122.885238   67
639   42.406540   -122.885238   67
640   42.406540   -122.885238   67
641   42.406541   -122.885238   67
642   42.406541   -122.885238   67
643   42.406542   -122.885238   67
644   42.406542   -122.885238   67
645   42.406543   -122.885238   67
646   42.406544   -122.885238   67
647   42.406544   -122.885237   67
648   42.406545   -122.885237   67
649   42.406545   -122.885237   67
650   42.406546   -122.885237   67
651   42.406547   -122.885237   67
652   42.406547   -122.885237   67
653   42.406548   -122.885237   67
654   42.406548   -122.885237   67
655   42.406549   -122.885237   67
656   42.406550   -122.885237   67
657   42.406550   -122.885237   67
658   42.406551   -122.885237   67
659   42.406551   -122.885236   67
660   42.406552   -122.885236   67
661   42.406553   -122.885236   67
662   42.406553   -122.885236   67
663   42.406554   -122.885236   67
664   42.406555   -122.885235   67
665   42.406555   -122.885235   67
666   42.406556   -122.885235   67
667   42.406557   -122.885235   67
668   42.406557   -122.885235   67
669   42.406558   -122.885235   67
670   42.406559   -122.885235   67
671   42.406559   -122.885235   67
672   42.406560   -122.885235   67
673   42.406561   -122.885235   67
674   42.406561   -122.885235   67
675   42.406562   -122.885235   67
676   42.406562   -122.885235   67
677   42.406563   -122.885235   67
678   42.406563   -122.885235   67
679   42.406564   -122.885235   67
680   42.406564   -122.885235   67
681   42.406565   -122.885235   67
682   42.406565   -122.885235   67
683   42.406565   -122.885235   67
684   42.406565   -122.885235   67
685   42.406566   -122.885235   67
686   42.406566   -122.885235   67
687   42.406566   -122.885235   67
688   42.406566   -122.885235   67
689   42.406566   -122.885235   67
690   42.406566   -122.885235   67
691   42.406566   -122.885235   67
692   42.406566   -122.885235   67
693   42.406566   -122.885235   67
694   42.406567   -122.885235   67
695   42.406567   -122.885235   67
696   42.406567   -122.885235   67
697   42.406567   -122.885235   67
698   42.406568   -122.885235   67
699   42.406568   -122.885235   67
700   42.406569   -122.885235   67
701   42.406569   -122.885235   67
702   42.406570   -122.885235   67
703   42.406570   -122.885235   67
704   42.406571   -122.885234   67
705   42.406571   -122.885234   67
706   42.406572   -122.885234   67
707   42.406572   -122.885234   67
708   42.406573   -122.885234   67
710   42.406574   -122.885234   67
711   42.406575   -122.885234   67
712   42.406576   -122.885234   67
713   42.406576   -122.885234   67
714   42.406577   -122.885234   67
715   42.406578   -122.885235   67
716   42.406578   -122.885235   67
717   42.406579   -122.885235   67
718   42.406580   -122.885235   67
719   42.406580   -122.885236   67
720   42.406581   -122.885236   67
721   42.406582   -122.885236   67
722   42.406582   -122.885236   67
723   42.406583   -122.885236   67
724   42.406584   -122.885237   67
725   42.406584   -122.885237   67
726   42.406585   -122.885237   67
727   42.406585   -122.885237   67
728   42.406586   -122.885237   67
729   42.406587   -122.885236   67
730   42.406587   -122.885236   67
731   42.406588   -122.885236   67
732   42.406589   -122.885236   67
733   42.406589   -122.885236   67
734   42.406590   -122.885236   67
735   42.406591   -122.885236   67
736   42.406591   -122.885236   67
737   42.406592   -122.885236   67
738   42.406592   -122.885236   67
739   42.406593   -122.885236   67
740   42.406594   -122.885236   67
741   42.406594   -122.885236   67
742   42.406595   -122.885235   67
743   42.406596   -122.885235   67
744   42.406596   -122.885235   67
745   42.406597   -122.885235   67
746   42.406598   -122.885235   67
747   42.406598   -122.885235   67
748   42.406599   -122.885235   67
749   42.406600   -122.885235   67
750   42.406600   -122.885235   67
751   42.406601   -122.885235   67
752   42.406602   -122.885235   67
753   42.406602   -122.885235   67
754   42.406603   -122.885235   67
755   42.406604   -122.885235   67
756   42.406605   -122.885235   67
757   42.406605   -122.885235   67
758   42.406606   -122.885235   67
759   42.406606   -122.885235   67
760   42.406607   -122.885235   67
761   42.406608   -122.885235   67
762   42.406608   -122.885235   66
763   42.406609   -122.885235   66
764   42.406610   -122.885235   66
765   42.406610   -122.885235   66
766   42.406611   -122.885235   66
767   42.406612   -122.885235   66
768   42.406612   -122.885235   66
769   42.406613   -122.885235   66
770   42.406614   -122.885235   66
771   42.406614   -122.885235   66
772   42.406615   -122.885235   66
773   42.406616   -122.885235   66
774   42.406616   -122.885235   66
775   42.406617   -122.885235   66
776   42.406618   -122.885235   66
777   42.406619   -122.885235   66
778   42.406619   -122.885235   66
779   42.406620   -122.885235   66
780   42.406621   -122.885235   66
782   42.406622   -122.885235   66
783   42.406623   -122.885235   66
784   42.406623   -122.885235   66
786   42.406625   -122.885235   66
787   42.406626   -122.885235   66
788   42.406626   -122.885235   66
789   42.406627   -122.885235   66
790   42.406628   -122.885235   66
791   42.406628   -122.885235   66
792   42.406629   -122.885235   66
793   42.406630   -122.885235   66
794   42.406631   -122.885235   66
795   42.406631   -122.885235   66
796   42.406632   -122.885235   66
797   42.406633   -122.885236   66
798   42.406633   -122.885236   66
799   42.406634   -122.885236   66
800   42.406634   -122.885236   66
801   42.406635   -122.885236   66
802   42.406636   -122.885236   66
803   42.406636   -122.885236   66
804   42.406637   -122.885236   66
805   42.406637   -122.885236   66
806   42.406638   -122.885237   66
807   42.406639   -122.885237   66
808   42.406639   -122.885237   66
809   42.406640   -122.885237   66
810   42.406641   -122.885237   66
811   42.406641   -122.885237   66
812   42.406642   -122.885237   66
813   42.406643   -122.885237   66
814   42.406643   -122.885237   66
815   42.406644   -122.885237   66
816   42.406645   -122.885237   66
817   42.406645   -122.885237   66
818   42.406646   -122.885237   66
819   42.406647   -122.885238   66
820   42.406648   -122.885238   66
821   42.406648   -122.885238   66
822   42.406649   -122.885238   66
823   42.406650   -122.885238   66
824   42.406651   -122.885238   66
825   42.406651   -122.885238   66
826   42.406652   -122.885238   66
827   42.406653   -122.885238   66
828   42.406654   -122.885237   66
829   42.406654   -122.885237   66
830   42.406655   -122.885237   66
831   42.406656   -122.885237   66
832   42.406657   -122.885237   66
833   42.406657   -122.885237   66
834   42.406658   -122.885237   66
835   42.406659   -122.885237   66
836   42.406659   -122.885237   66
837   42.406660   -122.885237   66
838   42.406661   -122.885237   66
839   42.406662   -122.885237   66
840   42.406662   -122.885237   66
841   42.406663   -122.885236   66
842   42.406664   -122.885236   66
843   42.406665   -122.885236   66
844   42.406666   -122.885236   66
845   42.406666   -122.885236   66
846   42.406667   -122.885236   66
847   42.406668   -122.885235   66
848   42.406669   -122.885235   66
849   42.406670   -122.885235   66
850   42.406671   -122.885235   66
851   42.406672   -122.885235   66
852   42.406672   -122.885235   66
853   42.406673   -122.885235   66
854   42.406674   -122.885234   66
855   42.406675   -122.885234   66
856   42.406676   -122.885234   66
857   42.406677   -122.885234   66
858   42.406678   -122.885234   66
859   42.406679   -122.885233   66
860   42.406680   -122.885233   66
861   42.406681   -122.885233   66
862   42.406682   -122.885233   66
863   42.406682   -122.885233   66
864   42.406683   -122.885233   66
865   42.406684   -122.885233   66
866   42.406685   -122.885233   66
867   42.406686   -122.885233   66
868   42.406687   -122.885233   66
869   42.406688   -122.885233   66
870   42.406689   -122.885233   66
871   42.406690   -122.885233   66
872   42.406690   -122.885233   66
873   42.406691   -122.885233   66
874   42.406692   -122.885233   66
875   42.406693   -122.885233   66
876   42.406694   -122.885233   66
877   42.406695   -122.885233   66
878   42.406696   -122.885234   66
879   42.406697   -122.885234   66
880   42.406698   -122.885234   66
881   42.406699   -122.885234   66
882   42.406700   -122.885234   66
883   42.406701   -122.885234   66
884   42.406702   -122.885234   66
885   42.406703   -122.885234   66
886   42.406704   -122.885234   66
887   42.406705   -122.885234   66
888   42.406706   -122.885234   66
889   42.406708   -122.885234   66
890   42.406709   -122.885234   66
891   42.406710   -122.885234   66
892   42.406711   -122.885234   66
893   42.406712   -122.885234   66
894   42.406713   -122.885234   66
895   42.406714   -122.885234   66
896   42.406715   -122.885234   66
897   42.406717   -122.885234   66
898   42.406718   -122.885234   66
899   42.406719   -122.885234   66
900   42.406720   -122.885234   66
901   42.406721   -122.885234   66
902   42.406722   -122.885234   66
903   42.406723   -122.885234   66
904   42.406725   -122.885234   66
905   42.406726   -122.885234   66
906   42.406727   -122.885234   66
907   42.406728   -122.885234   66
908   42.406729   -122.885234   66
909   42.406730   -122.885234   66
910   42.406731   -122.885234   66
911   42.406732   -122.885234   66
912   42.406733   -122.885234   66
913   42.406735   -122.885234   66
914   42.406736   -122.885235   66
915   42.406737   -122.885235   66
916   42.406737   -122.885235   66
917   42.406738   -122.885235   66
918   42.406739   -122.885235   66
919   42.406740   -122.885235   66
920   42.406741   -122.885235   66
921   42.406742   -122.885235   66
923   42.406744   -122.885235   65
924   42.406745   -122.885234   65
925   42.406746   -122.885234   65
926   42.406747   -122.885234   65
927   42.406748   -122.885234   65
928   42.406749   -122.885234   65
929   42.406750   -122.885234   65
930   42.406751   -122.885234   65
931   42.406752   -122.885234   65
932   42.406753   -122.885233   65
933   42.406754   -122.885233   65
934   42.406755   -122.885233   65
935   42.406756   -122.885233   65
936   42.406757   -122.885233   65
937   42.406758   -122.885233   65
938   42.406759   -122.885233   65
939   42.406760   -122.885233   65
940   42.406761   -122.885233   65
